PassengerId,Survived,Passenger Class,Sex,Siblings,Parent/Child,Fare,Age,Hometown,Boarded,Destination
669,0.0,3,male,0,0,8.05,43.0,"Unknown (Estonia?), Russia (Estonia?)",Southampton,New York City
670,1.0,1,female,1,0,52.0,48.0,"London, England, UK",Southampton,"East Orange, New Jersey, US"
671,1.0,2,female,1,1,39.0,40.0,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US"
672,0.0,1,male,1,0,52.0,31.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
673,0.0,2,male,0,0,10.5,71.0,"Guernsey, Channel Islands",Southampton,"Toledo, Ohio, US"
674,1.0,2,male,0,0,13.0,32.0,"London, England",Southampton,New York City
675,0.0,2,male,0,0,0.0,15.0,"Belfast, Northern Ireland, UK",Belfast,New York City
676,0.0,3,male,0,0,7.775,18.0,"Tofta, Uppland, Sweden",Southampton,"Joliet, Illinois, US"
677,0.0,3,male,0,0,8.05,33.0,"Basingstoke, Hampshire, England",Southampton,"Halley, Michigan, US"
678,1.0,3,female,0,0,9.8417,18.0,"Oulainen, Oulu, Finland",Southampton,"Ashtabula, Ohio, US"
679,0.0,3,female,1,6,46.9,43.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
680,1.0,1,male,0,1,512.3292,36.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
681,0.0,3,female,0,0,8.1375,26.0,"Cahir, Tipperary, Ireland",Queenstown,New York City
682,1.0,1,male,0,0,76.7292,27.0,"Cairo, Egypt",Cherbourg,"New York, New York, US"
683,0.0,3,male,0,0,9.225,20.0,"Vikersund, Norway",Southampton,"Carneron, US"
684,0.0,3,male,5,2,46.9,14.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
685,0.0,2,male,1,1,39.0,60.0,"Cape Town, South Africa, UK[note 4]",Southampton,"Seattle, Washington, US"
686,0.0,2,male,1,2,41.5792,25.0,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti"
687,0.0,3,male,4,1,39.6875,15.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
688,0.0,3,male,0,0,10.1708,19.0,"Gornji Miholjac, Croatia",Southampton,New York City
689,0.0,3,male,0,0,7.7958,18.0,"Björkeberga, Skåne, Sweden",Southampton,New York City
690,1.0,1,female,0,1,211.3375,16.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
691,1.0,1,male,1,0,57.0,31.0,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada"
692,1.0,3,female,0,1,13.4167,4.0,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US"
693,1.0,3,male,0,0,56.4958,37.0,"Hong Kong, China",Southampton,New York City
694,0.0,3,male,0,0,7.225,25.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
695,0.0,1,male,0,0,26.55,59.0,"New York, New York, US",Southampton,"New York, New York, US"
696,0.0,2,male,0,0,13.5,52.0,"Bronx, New York, US",Southampton,"Bronx, New York, US"
697,0.0,3,male,0,0,8.05,44.0,"Leixlip, Kildare, Ireland",Queenstown,"New Haven, Connecticut, US"
698,1.0,3,female,0,0,7.7333,19.0,"Esker, Longford, Ireland",Queenstown,New York City
699,0.0,1,male,1,1,110.8833,49.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
700,0.0,3,male,0,0,7.65,42.0,"Borgund, Møre og Romsdal, Norway",Southampton,"Milwaukee, Wisconsin, US"
701,1.0,1,female,1,0,227.525,18.0,"New York, New York, US",Cherbourg,"New York, New York, US"
702,1.0,1,male,0,0,26.2875,35.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
703,0.0,3,female,0,1,14.4542,12.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
704,0.0,3,male,0,0,7.7417,29.0,"Caltra, Galway, Ireland",Queenstown,New York City
705,0.0,3,male,1,0,7.8542,26.0,"Holeby, Storstrøm, Denmark",Southampton,"Racine, Wisconsin, US"
706,0.0,2,male,0,0,26.0,38.0,"Birmingham, Worcester, England",Southampton,"Los Angeles, US"
707,1.0,2,female,0,0,13.5,45.0,"London, England",Southampton,New York City
708,1.0,1,male,0,0,26.2875,42.0,"New York, New York, US",Southampton,"New York, New York, US"
709,1.0,1,female,0,0,151.55,22.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
710,1.0,3,male,1,1,15.2458,4.0,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US"
711,1.0,1,female,0,0,49.5042,24.0,"Brussels, Belgium",Cherbourg,"Montreal, Quebec, Canada"
712,0.0,1,male,0,0,26.55,45.0,"Portland, Oregon, US",Southampton,"Portland, Oregon, US"
713,1.0,1,male,1,0,52.0,48.0,"London, England, UK",Southampton,"East Orange, New Jersey, US"
714,0.0,3,male,0,0,9.4833,29.0,"Stamford, Connecticut, US",Southampton,"Stamford, Connecticut, US"
715,0.0,2,male,0,0,13.0,52.0,"Bronx, New York, US",Southampton,"Bronx, New York, US"
716,0.0,3,male,0,0,7.65,19.0,"Ålesund, Møre og Romsdal, Norway",Southampton,"Minneapolis, Minnesota, US"
717,1.0,1,female,0,0,227.525,39.0,"New York, New York, US",Cherbourg,"New York, New York, US"
718,1.0,2,female,0,0,10.5,27.0,"Bath, Somerset, England",Southampton,"Auburndale, Florida, US"
719,0.0,3,male,0,0,15.5,19.0,"Dublin, Ireland",Queenstown,New York City
720,0.0,3,male,0,0,7.775,33.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
721,1.0,2,female,0,1,33.0,6.0,"London, England",Southampton,"Chicago, Illinois, US"
722,0.0,3,male,1,0,7.0542,17.0,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US"
723,0.0,2,male,0,0,13.0,34.0,"Abbeyleix, Laois, Ireland[note 1]",Southampton,"Vancouver, British Columbia, Canada"
724,0.0,2,male,0,0,13.0,50.0,"Southampton, Hampshire, England",Southampton,"Boston, Massachusetts, US"
725,1.0,1,male,1,0,53.1,27.0,"New York, New York, US",Southampton,"New York, New York, US"
726,0.0,3,male,0,0,8.6625,20.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
727,1.0,2,female,3,0,21.0,30.0,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US"
728,1.0,3,female,0,0,7.7375,28.0,"Caltra, Galway, Ireland",Queenstown,New York City
729,0.0,2,male,1,0,26.0,25.0,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US"
730,0.0,3,female,1,0,7.925,25.0,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City
731,1.0,1,female,0,0,211.3375,29.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
732,0.0,3,male,0,0,18.7875,11.0,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US"
733,0.0,2,male,0,0,0.0,39.0,"Belfast, Ireland",Belfast,New York City
734,0.0,2,male,0,0,13.0,23.0,"St. Ives, Cornwall, England",Southampton,"Calumet, Michigan, US"
735,0.0,2,male,0,0,13.0,23.0,"London, England",Southampton,New York City
736,0.0,3,male,0,0,16.1,28.0,"Tonypandy, Glamorgan, Wales",Southampton,New York City
737,0.0,3,female,1,3,34.375,48.0,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US"
738,1.0,1,male,0,0,512.3292,35.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
739,0.0,3,male,0,0,7.8958,20.0,"Malka Ribnya, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
740,0.0,3,male,0,0,7.8958,32.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
741,1.0,1,male,0,0,30.0,45.0,"Kingston, Surrey, England, UK",Southampton,"New York, New York, US"
742,0.0,1,male,1,0,78.85,36.0,"London, England, UK",Southampton,"New York, New York, US"
743,1.0,1,female,2,2,262.375,21.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
744,0.0,3,male,1,0,16.1,27.0,"Convoy, Donegal, Ireland, England",Southampton,"Philadelphia, Pennsylvania, US"
745,1.0,3,male,0,0,7.925,31.0,"Muljula, Kitee, Finland",Southampton,"Duluth, Minnesota, US"
746,0.0,1,male,1,1,71.0,70.0,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US"
747,0.0,3,male,1,1,20.25,16.0,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US"
748,1.0,2,female,0,0,13.0,30.0,"Turku, Finland, Russian Empire[note 6]",Southampton,"Brighton, Boston, Massachusetts, US"
749,0.0,1,male,1,0,53.1,18.0,"New York, New York, US",Southampton,"New York, New York, US"
750,0.0,3,male,0,0,7.75,31.0,"Brooklyn, New York, US",Queenstown,"Brooklyn, New York, US"
751,1.0,2,female,1,1,23.0,4.0,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US"
752,1.0,3,male,0,1,12.475,7.0,"Unknown, Russia",Southampton,"Chicago, Illinois, US"
753,0.0,3,male,0,0,9.5,35.0,"Denderhoutem, Belgium",Southampton,New York City
754,0.0,3,male,0,0,7.8958,23.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
755,1.0,2,female,1,2,65.0,48.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
756,1.0,2,male,1,1,14.5,1.0,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US"
757,0.0,3,male,0,0,7.7958,24.0,"Dagsås, Halland, Sweden",Southampton,"Tower, Minnesota, US"
758,0.0,2,male,0,0,11.5,18.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
759,0.0,3,male,0,0,8.05,34.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
760,1.0,1,female,0,0,86.5,34.0,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada"
761,0.0,3,male,0,0,14.5,21.0,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada"
762,0.0,3,male,0,0,7.125,41.0,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada"
763,1.0,3,male,0,0,7.2292,27.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
764,1.0,1,female,1,2,120.0,36.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
765,0.0,3,male,0,0,7.775,16.0,"Kårberg, Örebro, Sweden",Southampton,"Jerome Junction, Arizona, US"
766,1.0,1,female,1,0,77.9583,51.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
767,0.0,1,male,0,0,39.6,45.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
768,0.0,3,female,0,0,7.75,32.0,"Carrowkehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
769,0.0,3,male,1,0,24.15,27.0,"Askeaton, Limerick, Ireland",Queenstown,"Brooklyn, New York, US"
770,0.0,3,male,0,0,8.3625,32.0,"Bokn, Norway",Southampton,"Portland, North Dakota, US"
771,0.0,3,male,0,0,9.5,24.0,"Haaltert, Belgium",Southampton,"Detroit, Michigan, US"
772,0.0,3,male,0,0,7.8542,48.0,"Portland, Oregon, US",Southampton,"Portland, Oregon, US"
773,0.0,2,female,0,0,10.5,57.0,"Southampton, Hampshire, England",Southampton,New York City
774,0.0,3,male,0,0,7.225,29.0,"Unknown, Lebanon",Cherbourg,New York City
775,1.0,2,female,1,3,23.0,54.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
776,0.0,3,male,0,0,7.75,18.0,"Kristinehamn, Värmland, Sweden",Southampton,"Chicago, Illinois, US"
777,0.0,3,male,0,0,7.75,20.0,"Cahir, Tipperary, Ireland",Queenstown,New York City
778,1.0,3,female,0,0,12.475,6.0,"New York City, New York, US",Southampton,New York City
779,0.0,3,male,0,0,7.7375,22.0,"Currafarry, Galway, Ireland",Queenstown,New York City
780,1.0,1,female,0,1,211.3375,43.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
781,1.0,3,female,0,0,7.2292,15.0,"Beirut, Lebanon",Cherbourg,"Owen Sound, Ontario, Canada"
782,1.0,1,female,1,0,57.0,17.0,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada"
783,0.0,1,male,0,0,30.0,29.0,"Springfield, Massachusetts, US",Southampton,"Springfield, Massachusetts, US"
784,0.0,3,male,1,2,23.45,35.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
785,0.0,3,male,0,0,7.05,25.0,"Buenos Aires, Argentina",Southampton,New York City
786,0.0,3,male,0,0,7.25,25.0,"Manchester, England",Southampton,"Montreal, Quebec, Canada"
787,1.0,3,female,0,0,7.4958,18.0,"Munsala, Finland",Southampton,"Olympia, Washington, US"
788,0.0,3,male,4,1,29.125,8.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
789,1.0,3,male,1,2,20.575,1.0,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US"
790,0.0,1,male,0,0,79.2,46.0,"Paris, France",Cherbourg,"New York, New York, US"
791,0.0,3,male,0,0,7.75,23.0,"Athenry, Galway, Ireland",Queenstown,"Auburndale, Florida, US"
792,0.0,2,male,0,0,26.0,18.0,"Liverpool, Merseyside, England",Southampton,"Montreal, Quebec, Canada"
793,0.0,3,female,8,2,69.55,20.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
794,0.0,1,male,0,0,30.6958,42.0,"New York, New York, US",Cherbourg,"New York, New York, US"
795,0.0,3,male,0,0,7.8958,25.0,"Terziysko, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
796,0.0,2,male,0,0,13.0,39.0,"Middleburg Heights, Ohio, US",Southampton,"Middleburg Heights, Ohio, US"
797,1.0,1,female,0,0,25.9292,49.0,"New York, New York, US",Southampton,"New York, New York, US"
798,1.0,3,female,0,0,8.6833,31.0,"Vagovina, Croatia",Southampton,"Steelton, Pennsylvania, US"
799,0.0,3,male,0,0,7.2292,33.0,"Beirut, Lebanon",Cherbourg,New York City
800,0.0,3,female,1,1,24.15,30.0,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US"
801,0.0,2,male,0,0,13.0,34.0,"Southampton, Hampshire, England",Southampton,New York City
802,1.0,2,female,1,1,26.25,31.0,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US"
803,1.0,1,male,1,2,120.0,11.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
804,1.0,3,male,0,1,8.5167,0.42,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
805,1.0,3,male,0,0,6.975,27.0,"St. Paul, Minnesota, US",Southampton,"St. Paul, Minnesota, US"
806,0.0,3,male,0,0,7.775,31.0,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US"
807,0.0,1,male,0,0,0.0,39.0,"Belfast, Ireland, UK",Belfast,"New York, New York, US"
808,0.0,3,female,0,0,7.775,18.0,"Stockholm, Uppland, Sweden",Southampton,"Iron Mountain, Michigan, US"
809,0.0,2,male,0,0,13.0,31.0,"Harrow, London, England",Southampton,New York City
810,1.0,1,female,1,0,53.1,32.0,"New York, New York, US",Southampton,"New York, New York, US"
811,0.0,3,male,0,0,7.8875,23.0,"Great Yarmouth, Norfolk, England",Southampton,"Albion, Michigan, US"
812,0.0,3,male,0,0,24.15,39.0,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US"
813,0.0,2,male,0,0,10.5,35.0,"Landrake, Cornwall, England",Southampton,"Nashua, New Hampshire, US"
814,0.0,3,female,4,2,31.275,6.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
815,0.0,3,male,0,0,8.05,22.0,"Portage la Prairie, Manitoba, Canada",Southampton,"Des Moines, Iowa, US"
816,0.0,1,male,0,0,0.0,39.0,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US"
817,0.0,3,female,0,0,7.925,23.0,"Turku, Finland",Southampton,New York City
818,0.0,2,male,1,1,37.0042,31.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
819,0.0,3,male,0,0,6.45,43.0,"Karlshamn, Blekinge, Sweden",Southampton,New York City
820,0.0,3,male,3,2,27.9,11.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
821,1.0,1,female,1,1,93.5,52.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
822,1.0,3,male,0,0,8.6625,29.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
823,0.0,1,male,0,0,0.0,38.0,"Rotterdam, The Netherlands",Southampton,"New York, New York, US"
824,1.0,3,female,0,1,12.475,29.0,"Unknown, Russia",Southampton,"Chicago, Illinois, US"
825,0.0,3,male,4,1,39.6875,2.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
826,0.0,3,male,0,0,6.95,42.0,"Clonbur, Galway, Ireland",Queenstown,"Pittsburgh, Pennsylvania, US"
827,0.0,3,male,0,0,56.4958,23.0,"Hong Kong, China",Southampton,New York City
828,1.0,2,male,0,2,37.0042,1.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
829,1.0,3,male,0,0,7.75,19.0,"Bayonne, New Jersey, US",Queenstown,"Guttenberg, New Jersey, US"
830,1.0,1,female,0,0,80.0,62.0,"New York, New York, US",Southampton,"New York, New York, US"
831,1.0,3,female,1,0,14.4542,15.0,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
832,1.0,2,male,1,1,18.75,0.75,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
833,0.0,3,male,0,0,7.2292,30.0,"Tebnine, Lebanon",Cherbourg,New York City
834,0.0,3,male,0,0,7.8542,23.0,"Krakoryd, Småland, Sweden",Southampton,"Bloomington, Indiana, US"
835,0.0,3,male,0,0,8.3,15.0,"Southall, London, England",Southampton,New York City
836,1.0,1,female,1,1,83.1583,39.0,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US"
837,0.0,3,male,0,0,8.6625,21.0,"Streklevac, Slovenia",Southampton,"Aurora, Illinois, US"
838,0.0,3,male,0,0,8.05,20.0,"London, England",Southampton,New York City
839,1.0,3,male,0,0,56.4958,32.0,"Hong Kong, China",Southampton,New York City
840,1.0,1,male,0,0,29.7,28.0,"Paris, France",Cherbourg,"New York, New York, US"
841,0.0,3,male,0,0,7.925,19.0,"Salo, Finland",Southampton,"Astoria, Oregon, US"
842,0.0,2,male,0,0,10.5,16.0,"Huntingfield, Suffolk, England",Southampton,New York City
843,1.0,1,female,0,0,31.0,30.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
844,0.0,3,male,0,0,6.4375,30.0,"Áyios Sóstis, Greece",Cherbourg,"Stamford, Connecticut US"
845,0.0,3,male,0,0,8.6625,17.0,"Lipova Glavica, Croatia",Southampton,"Hammond, Indiana, US"
846,0.0,3,male,0,0,7.55,40.0,"Cincinnati, Ohio, US",Southampton,"Cincinnati, Ohio, US"
847,0.0,3,male,8,2,69.55,18.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
848,0.0,3,male,0,0,7.8958,35.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
849,0.0,2,male,0,1,33.0,39.0,"London, England",Southampton,"Chicago, Illinois, US"
850,1.0,1,female,1,0,89.1042,40.0,"Paris, France",Cherbourg,"New York, New York, US"
851,0.0,3,male,4,2,31.275,4.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
852,0.0,3,male,0,0,7.775,74.0,"Reftele, Småland, Sweden",Southampton,"Effington Rut, South Dakota, US"
853,0.0,3,female,1,1,15.2458,7.0,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada"
854,1.0,1,female,0,1,39.4,16.0,"Paris, France",Cherbourg,"Hanover, New Hampshire, US"
855,0.0,2,female,1,0,26.0,45.0,"London, England, UK",Southampton,New York City
856,1.0,3,female,0,1,9.35,18.0,"London, England",Southampton,"Norfolk, Virginia, US"
857,1.0,1,female,1,1,164.8667,45.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
858,1.0,1,male,0,0,26.55,51.0,"Lima, Peru",Southampton,"Lima, Peru"
859,1.0,3,female,0,3,19.2583,24.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
860,0.0,3,male,0,0,7.2292,30.0,"Tebnine, Lebanon",Cherbourg,New York City
861,0.0,3,male,2,0,14.1083,41.0,"Racine, Wisconsin, US",Southampton,"Racine, Wisconsin, US"
862,0.0,2,male,1,0,11.5,20.0,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US"
863,1.0,1,female,0,0,25.9292,46.0,"New York, New York, US",Southampton,"New York, New York, US"
864,0.0,3,female,8,2,69.55,14.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
865,0.0,2,male,0,0,13.0,24.0,"Clevedon, North Somerset England",Southampton,New York City
866,1.0,2,female,0,0,13.0,42.0,New York City,Southampton,New York City
867,1.0,2,female,1,0,13.8583,27.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
868,0.0,1,male,0,0,50.4958,31.0,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US"
869,0.0,3,male,0,0,9.5,23.0,"Haaltert, East Flanders, Belgium",Southampton,"Detroit, Michigan, US"
870,1.0,3,male,1,1,11.1333,4.0,"St. Charles, Illinois, US",Southampton,"St. Charles, Illinois, US"
871,0.0,3,male,0,0,7.8958,26.0,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US"
872,1.0,1,female,1,1,52.5542,46.0,"New York, New York, US",Southampton,"New York, New York, US"
873,0.0,1,male,0,0,5.0,33.0,"New York, New York, US",Southampton,"New York, New York, US"
874,0.0,3,male,0,0,9.0,46.0,"Zwevezele, Belgium",Southampton,"Detroit, Michigan, US"
875,1.0,2,female,1,0,24.0,28.0,Russia,Cherbourg,"New York, New York, US"
876,1.0,3,female,0,0,7.225,15.0,"El Shweir, Lebanon",Cherbourg,"Brooklyn, New York, US"
877,0.0,3,male,0,0,9.8458,19.0,"Kokkola, Finland",Southampton,"Waukegan, Illinois, US"
878,0.0,3,male,0,0,7.8958,19.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
879,0.0,3,male,0,0,7.8958,23.0,"Knezhni Lak, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
880,1.0,1,female,0,1,83.1583,56.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
881,1.0,2,female,0,1,26.0,25.0,"Deer Lodge, Montana, US",Southampton,"Deer Lodge, Montana, US"
882,0.0,3,male,0,0,7.8958,33.0,"Milje, Slovenia",Cherbourg,New York City
883,0.0,3,female,0,0,10.5167,22.0,"Stockholm, Sweden",Southampton,"Chicago, Illinois, US"
884,0.0,2,male,0,0,10.5,28.0,"Plymouth, Devon, England",Southampton,"Houghton, Michigan, US"
885,0.0,3,male,0,0,7.05,25.0,"London, England",Southampton,"Buffalo, New York, US"
886,0.0,3,female,0,5,29.125,39.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
887,0.0,2,male,0,0,13.0,27.0,"Gudinė, Lithuania [76]",Southampton,"Worcester, Massachusetts, US"
888,1.0,1,female,0,0,30.0,19.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
889,0.0,3,female,1,2,23.45,7.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
890,1.0,1,male,0,0,30.0,26.0,"New York, New York, US",Cherbourg,"New York, New York, US"
891,0.0,3,male,0,0,7.75,43.0,"Patrickswell, Limerick, Ireland",Queenstown,New York City
